Date,Open,High,Low,Close,Volume
2015-07-28,263.33,267.3,263.04,264.96,3451.36
2015-07-29,264.96,266.91,260.38,262.69,4487.79
2015-07-30,262.69,264.4,260.37,263.44,4645.22
2015-07-31,263.44,264.73,258.08,259.32,5361.04
2015-08-01,259.32,260.19,254.74,258.02,2818.86
2015-08-02,258.02,258.64,252.69,258.16,2529.56
2015-08-03,258.16,262.9,256.04,259.15,3931.3
2015-08-04,259.15,262.79,257.68,261.29,4429.74
2015-08-05,261.29,263.07,258.9,259.36,3464.16
2015-08-06,259.36,259.89,255.44,255.71,4250.1
2015-08-07,255.71,258.88,253.64,256.25,5634.86
2015-08-08,256.25,257.03,239.28,240.2,5716.2
2015-08-09,240.2,246.11,239.04,243.91,3292.24
2015-08-10,243.91,248.04,240.78,241.68,4663.11
2015-08-11,241.68,247.19,240.4,245.76,6050.8
2015-08-12,245.76,246.94,239.43,242.77,4865.47
2015-08-13,242.77,242.7,237.63,238.63,5136.65
2015-08-14,238.63,242.44,236.94,241.48,4965.84
2015-08-15,241.48,242.57,238.64,239.01,4253.27
2015-08-16,239.01,239.47,235,236.59,5019.4
2015-08-17,236.59,238.23,234.11,234.69,5316.87
2015-08-18,234.69,235.39,229.92,230.01,7263.71
2015-08-19,230.01,232.46,203.06,206.99,14537.88
2015-08-20,206.99,215.27,206.3,212.13,8529.02
2015-08-21,212.13,213.62,205.2,207.26,5417.45
2015-08-22,207.26,208.29,197.54,204.49,5951.69
2015-08-23,204.49,206.37,200.09,201.67,4391.76
2015-08-24,201.67,202.81,182.82,186.01,16466.35
2015-08-25,186.01,201.87,175.03,194.68,20008.64
2015-08-26,194.68,209.19,193.81,200.81,11322.36
2015-08-27,200.81,204.28,198.03,199.84,7880.17
2015-08-28,199.84,211.97,196.37,208.18,9338.83
2015-08-29,208.18,209.31,203.96,205.06,3748.05
2015-08-30,205.06,208.82,202.45,204.65,4314.33
2015-08-31,204.65,208.01,201.11,206.19,6457.7
2015-09-01,206.19,207.3,201.38,202.54,6702.74
2015-09-02,202.54,206.6,201.59,204.71,4792.11
2015-09-03,204.71,206.04,202.22,203.59,6366.96
2015-09-04,203.59,208.01,203.42,207.19,4761.95
2015-09-05,207.19,213.83,206.19,211.32,5560.78
2015-09-06,211.32,218.55,210.84,215.57,4969.78
2015-09-07,215.57,217.5,214,214.71,4801.07
2015-09-08,214.71,220.65,214.54,217.95,6925.69
2015-09-09,217.95,219.14,213.06,213.29,5250.2
2015-09-10,213.29,216.24,211.02,212.22,5623.1
2015-09-11,212.22,214.91,211.82,212.81,5434.56
2015-09-12,212.81,213.22,207.58,209.31,3103.22
2015-09-13,209.31,209.3,202.11,203.4,4118.24
2015-09-14,203.4,207.11,200.71,204.14,6120.1
2015-09-15,204.14,205.9,202.87,204.7,5773.71
2015-09-16,204.7,205.71,200.51,202.85,6400.51
2015-09-17,202.85,208.5,201.61,204.49,6054.58
2015-09-18,204.49,206.85,203.41,205.79,4679.01
2015-09-19,205.79,206.51,197.11,203.71,2540.35
2015-09-20,203.71,205.83,203.57,204.8,1649.4
2015-09-21,204.8,205.08,200.67,202.46,5278.55
2015-09-22,202.46,207.99,200.88,206.44,7916.83
2015-09-23,206.44,208.22,205.1,205.53,4431.33
2015-09-24,205.53,210.45,205.15,208.81,6121
2015-09-25,208.81,212.89,208.1,209.73,5128.61
2015-09-26,209.73,210.45,207.83,209.17,2275.94
2015-09-27,209.17,209.49,207.2,207.77,2272.24
2015-09-28,207.77,213.54,207.34,213.23,6728.13
2015-09-29,213.23,213.91,209.99,211.19,5932.43
2015-09-30,211.19,212.66,209.26,211.14,4149.87
2015-10-01,211.14,213.75,210.89,212.93,5052.86
2015-10-02,212.93,213.96,209.39,211.22,5001.33
2015-10-03,211.22,213.59,211.02,212.56,3546.87
2015-10-04,212.56,213.5,211.59,212.64,2781.68
2015-10-05,212.64,214.99,210.33,214.49,4904.13
2015-10-06,214.49,219.89,213.89,218.48,6383.13
2015-10-07,218.48,219.25,215.71,216.63,4242.36
2015-10-08,216.63,217.58,214.87,215.38,4899.41
2015-10-09,215.38,216.56,213.76,215.57,3772.94
2015-10-10,215.57,216.07,214.18,215.61,3064.25
2015-10-11,215.61,218.06,214.64,217.26,2296.9
2015-10-12,217.26,218.1,215.1,216.49,3980.64
2015-10-13,216.49,221.02,214.82,218.23,6909.12
2015-10-14,218.23,222.86,218.11,220.17,5564.61
2015-10-15,220.17,224.88,219.39,223.13,6115.35
2015-10-16,223.13,235.72,222.54,230.51,9506.61
2015-10-17,230.51,239.92,229.59,235.51,10453.86
2015-10-18,235.51,238.24,225.95,229.59,5940.49
2015-10-19,229.59,235.47,228.12,232.53,7991.03
2015-10-20,232.53,239.18,230.99,237.44,7974.93
2015-10-21,237.44,238.54,232.48,234.78,6423.32
2015-10-22,234.78,247.19,234.44,246.46,9623.33
2015-10-23,246.46,251.27,245.02,250.32,6904.7
2015-10-24,250.32,255.98,249.52,255.85,4391.81
2015-10-25,255.85,266.91,252.88,260.05,9224.65
2015-10-26,260.05,260.12,253.04,257.79,5230.02
2015-10-27,257.79,267.75,256.83,265.79,8532.01
2015-10-28,265.79,276.86,265.11,276.79,12191.94
2015-10-29,276.79,290.69,273.83,284.68,13161.16
2015-10-30,284.68,300.42,276.61,296.65,15813.72
2015-10-31,296.65,301.94,277.24,282.41,15931.95
2015-11-01,282.41,297.97,272.54,296.09,6495.85
2015-11-02,296.09,329.16,289.41,318.5,14188.36
2015-11-03,318.5,382.97,315.16,360.02,31103.55
2015-11-04,360.02,455.04,324.49,368.09,39680.6
2015-11-05,368.09,411.03,330.64,349.52,22255.29
2015-11-06,349.52,365.9,324.41,342.73,19870.91
2015-11-07,342.73,362.03,341.18,357.93,6645.65
2015-11-08,357.93,360.31,340.7,346.22,5982.69
2015-11-09,346.22,358.63,335.08,352.13,9229.19
2015-11-10,352.13,354.07,304.66,315.33,18512.46
2015-11-11,315.33,319.04,277.11,286.21,25162.2
2015-11-12,286.21,322.89,285.2,309.1,16081.06
2015-11-13,309.1,318.11,301.81,312.61,6918.45
2015-11-14,312.61,315.94,305.17,309.63,4047.36
2015-11-15,309.63,311.77,294.42,298.41,5891.69
2015-11-16,298.41,311.41,296.36,309.68,8491.06
2015-11-17,309.68,319.58,308.48,314.69,11733.13
2015-11-18,314.69,318.82,310.08,315.92,6931.15
2015-11-19,315.92,316.66,302.98,304.28,7140.29
2015-11-20,304.28,305.84,291.54,301.92,10800.27
2015-11-21,301.92,308.9,300.01,305.75,7555.53
2015-11-22,305.75,307.41,301.67,304.27,5315.18
2015-11-23,304.27,306.61,301.97,304.01,7363.14
2015-11-24,304.01,304.91,298.64,300.15,6600.13
2015-11-25,300.15,311.44,297.47,308.84,9375.94
2015-11-26,308.84,346.65,308.42,336.43,22158.58
2015-11-27,336.43,345.57,328.27,340.9,10536.31
2015-11-28,340.9,340.91,330.61,337.09,8289.27
2015-11-29,337.09,353.07,336.22,351.09,8051.05
2015-11-30,351.09,362.25,347.7,357.2,15233.84
2015-12-01,357.2,358.7,334.35,342.33,13956.26
2015-12-02,342.33,344.07,327.96,339.9,13397.91
2015-12-03,339.9,349.53,329.4,331.71,14295.14
2015-12-04,331.71,336.12,326.65,334.91,5399.37
2015-12-05,334.91,358.3,334.26,352.72,9996.59
2015-12-06,352.72,369.08,352.71,361.74,14716.98
2015-12-07,361.74,368.98,351.54,363.8,13415.43
2015-12-08,363.8,377.97,357.3,376.84,9172.37
2015-12-09,376.84,387.7,367.49,377.31,18266.55
2015-12-10,377.31,383.91,373.03,379.72,9920.03
2015-12-11,379.72,406.45,378.2,404.58,15285.86
2015-12-12,404.58,421.07,369.66,393.89,17185.59
2015-12-13,393.89,402.48,380.7,395.59,6210.38
2015-12-14,395.59,407.44,390.27,401.06,12926.74
2015-12-15,401.06,423.27,398.65,421.85,11738.84
2015-12-16,421.85,423.39,399.07,413.98,13933.32
2015-12-17,413.98,419.79,409.93,418.48,4876.24
2015-12-18,418.48,426.95,416.71,425.07,9889.25
2015-12-19,425.07,428.54,416.58,424.75,11142.62
2015-12-20,424.75,424.64,396.26,407.26,14619.1
2015-12-21,407.26,409.54,391.02,400.17,15549.55
2015-12-22,400.17,404.63,395.36,397.6,9939.64
2015-12-23,397.6,407.26,396.62,405.3,8122.5
2015-12-24,405.3,418,404.26,414.87,8473.82
2015-12-25,414.87,418.57,410.58,414.88,6806.33
2015-12-26,414.88,416.67,371.41,381.71,17697.77
2015-12-27,381.71,390.05,374.46,387.8,5610.92
2015-12-28,387.8,392.29,381.85,384.32,6239.78
2015-12-29,384.32,396.6,383.18,395.16,10260.89
2015-12-30,395.16,398.96,387.31,391.97,9672.05
2015-12-31,391.97,399.39,383.54,396.94,9121.47
2016-01-01,396.94,402.76,395.06,400.52,7712.78
2016-01-02,400.52,402.1,396.6,399.81,7119.12
2016-01-03,399.81,400.25,390.03,396.66,8785.93
2016-01-04,396.66,402.73,393.89,400.14,7277.82
2016-01-05,400.14,404.17,399.09,401.8,9014.14
2016-01-06,401.8,402.82,397.1,401.23,7947.11
2016-01-07,401.23,419.95,398.7,419.31,16288.54
2016-01-08,419.31,426.01,410.12,415.82,11560.55
2016-01-09,415.82,416.93,409.38,412.17,5840.78
2016-01-10,412.17,412.69,404.02,410.07,7647.39
2016-01-11,410.07,415.23,408.02,415.18,5918.03
2016-01-12,415.18,415.72,410.6,412.73,5434.05
2016-01-13,412.73,412.89,390.33,399.57,10515.21
2016-01-14,399.57,400.98,392.41,397.04,5318.72
2016-01-15,397.04,400.42,335.08,343.91,24846.25
2016-01-16,343.91,357.44,322.94,356.13,23184.23
2016-01-17,356.13,360.56,348.16,352.53,10484.47
2016-01-18,352.53,357.89,344.35,355.22,11077.23
2016-01-19,355.22,357.86,345.97,349.22,8867.7
2016-01-20,349.22,391.58,344.28,380.93,19569.34
2016-01-21,380.93,389.52,372.88,378.66,13048.74
2016-01-22,378.66,379.36,349.45,358.23,13573.62
2016-01-23,358.23,366.92,353.65,359.76,10972.2
2016-01-24,359.76,376.64,356.44,373.67,12636.92
2016-01-25,373.67,375.06,358.34,363.26,12570.23
2016-01-26,363.26,368.82,358.92,361.88,9423
2016-01-27,361.88,366.43,360.12,363.67,8492.07
2016-01-28,363.67,364.38,346.29,348.9,10704.09
2016-01-29,348.9,356.23,334.02,351.06,13011.32
2016-01-30,351.06,352.54,346.93,349.27,5546.36
2016-01-31,349.27,351.85,341.88,343.26,7962.36
2016-02-01,343.26,350.27,339.6,342.57,12040.38
2016-02-02,342.57,345.51,340.32,342.95,9263.39
2016-02-03,342.95,343.66,331.65,333.17,9003.61
2016-02-04,333.17,350.05,332.71,348.87,10325.16
2016-02-05,348.87,349.21,333.92,344.77,8954.61
2016-02-06,344.77,344.32,329.91,336.65,9112.91
2016-02-07,336.65,341.48,333.42,335.48,6593.14
2016-02-08,335.48,340.4,330.23,331.9,9928.9
2016-02-09,331.9,336.53,330.31,333.18,9491.29
2016-02-10,333.18,343.19,330.85,336.79,12172.67
2016-02-11,336.79,339.89,328.36,334.1,13709.47
2016-02-12,334.1,341.14,332.94,339.84,12826.79
2016-02-13,339.84,347.33,338.61,344.5,7276.62
2016-02-14,344.5,359.68,342.55,357.96,9880.16
2016-02-15,357.96,363.89,350.22,357.07,11955.85
2016-02-16,357.07,367.14,355.29,364.23,11155.95
2016-02-17,364.23,378.04,362.74,373.62,13690.5
2016-02-18,373.62,382.88,371.07,379.01,11693.69
2016-02-19,379.01,380.42,371.86,376.2,9381.95
2016-02-20,376.2,397.9,375.55,394.96,12910.27
2016-02-21,394.96,400.65,381.15,391.08,16847.09
2016-02-22,391.08,396.44,380.03,393.63,13498.25
2016-02-23,393.63,396.5,376.31,380.85,12391.84
2016-02-24,380.85,385.63,373.43,383.31,9423.66
2016-02-25,383.31,387.8,377.91,383.82,10129.48
2016-02-26,383.82,391.32,378.49,391.06,10149.02
2016-02-27,391.06,397.63,390.9,393.98,7241.28
2016-02-28,393.98,396.4,385.07,393.28,7394.88
2016-02-29,393.28,401.89,390.18,398.29,9479.92
2016-03-01,398.29,400.47,392.4,397.45,10981.52
2016-03-02,397.45,399.74,389.53,390.29,8444.08
2016-03-03,390.29,391.05,380.6,384.18,15321.67
2016-03-04,384.18,388.45,370.05,371.52,13295.24
2016-03-05,371.52,372.12,353.43,360.16,18589.39
2016-03-06,360.16,372.26,355.17,366.46,13205.79
2016-03-07,366.46,376.6,364.15,375.24,15204.69
2016-03-08,375.24,376.47,370.13,373.9,13095.72
2016-03-09,373.9,377.81,371.52,375.02,9692.53
2016-03-10,375.02,381.2,371.48,373.03,16650.46
2016-03-11,373.03,381.52,371.94,375.71,11203.85
2016-03-12,375.71,378.21,364.09,367.35,10899.25
2016-03-13,367.35,372.6,366.22,367.83,7273.58
2016-03-14,367.83,374.89,367.06,373.95,10580.33
2016-03-15,373.95,376.58,372.04,374.07,10913.62
2016-03-16,374.07,376.98,371.39,372.32,10394.68
2016-03-17,372.32,375.05,370.09,371.53,10941.17
2016-03-18,371.53,372.67,358.99,364.43,14069.18
2016-03-19,364.43,366.18,359.97,364.47,6940.66
2016-03-20,364.47,368.29,362.81,367.09,6569.1
2016-03-21,367.09,368.25,361.99,366.87,8889.17
2016-03-22,366.87,373.13,365.96,371.49,9352.36
2016-03-23,371.49,374.67,370.19,372.59,7576.49
2016-03-24,372.59,375.14,370.71,372.43,8656.52
2016-03-25,372.43,374.41,370.54,373.37,8555.49
2016-03-26,373.37,375.36,372.23,374.12,6468.08
2016-03-27,374.12,384.93,373.06,381.55,6782.27
2016-03-28,381.55,382.83,376.39,378.3,9410.21
2016-03-29,378.3,380.56,364.99,369.52,10205.78
2016-03-30,369.52,369.7,362.52,364.78,8605.14
2016-03-31,364.78,370.3,363.91,367.41,11267.75
2016-04-01,367.41,369.24,364.94,367.35,9655.6
2016-04-02,367.35,371.55,366.53,369.95,6859.13
2016-04-03,369.95,370.72,367.08,369.75,5610.86
2016-04-04,369.75,371.43,366.95,369.65,10577.69
2016-04-05,369.65,373.91,368.5,372.66,9748.98
2016-04-06,372.66,374.22,370.17,371.18,9586.7
2016-04-07,371.18,373.03,367.8,370.93,8640.86
2016-04-08,370.93,374.16,367.23,369.12,8028.82
2016-04-09,369.12,369.32,363.69,368.39,6403.7
2016-04-10,368.39,372.09,367.32,369.67,6856.91
2016-04-11,369.67,372.04,368.71,370.9,9377.06
2016-04-12,370.9,376.29,370.47,374.28,9365.21
2016-04-13,374.28,377.16,372.3,375.47,11498.62
2016-04-14,375.47,378.09,374.6,377.09,7711.81
2016-04-15,377.09,382.24,376.63,380.94,9402.53
2016-04-16,380.94,384.82,379.76,382.21,6283.05
2016-04-17,382.21,382.81,376.33,378.39,5607.21
2016-04-18,378.39,382.27,377.33,379.01,6938.81
2016-04-19,379.01,385,377.19,383.98,8569.48
2016-04-20,383.98,393.18,382.61,390.89,11039.48
2016-04-21,390.89,399.97,388.71,398.36,11230.94
2016-04-22,398.36,400.12,392.3,397.7,8918
2016-04-23,397.7,402.46,395.13,400.93,5894.69
2016-04-24,400.93,412.53,398.29,408.15,9751.43
2016-04-25,408.15,416.18,402.8,412.29,10325.06
2016-04-26,412.29,416.55,408.56,414.23,10360.34
2016-04-27,414.23,415.11,393.77,396.5,11980.57
2016-04-28,396.5,399.07,384.81,397.71,11275.96
2016-04-29,397.71,400.98,392.58,399.16,6728.98
2016-04-30,399.16,400.48,390.6,391.17,7516.98
2016-05-01,391.17,397.41,391.06,395.39,3964.79
2016-05-02,395.39,396.52,382.34,387.01,12197.17
2016-05-03,387.01,394.96,383.88,393.34,8257.78
2016-05-04,393.34,394.07,387.34,389.94,8293.82
2016-05-05,389.94,394.86,389.44,394.08,7486.49
2016-05-06,394.08,405.98,392.16,404.14,10959.22
2016-05-07,404.14,405.66,400.66,403.05,4718.81
2016-05-08,403.05,405.85,400.12,402.66,5606.01
2016-05-09,402.66,408.25,400.37,406.71,9605.59
2016-05-10,406.71,407.44,395.25,397.21,9283.4
2016-05-11,397.21,401.54,395.08,397.24,8774.5
2016-05-12,397.24,402.04,393.73,400.65,7923.5
2016-05-13,400.65,405.09,398.78,403.42,9015.71
2016-05-14,403.42,404.99,399.86,403.34,4276.49
2016-05-15,403.34,406.5,401.44,404.94,3006.47
2016-05-16,404.94,405.77,399.84,401.91,7210.4
2016-05-17,401.91,403.38,400.08,402.41,5288.46
2016-05-18,402.41,406.22,400.71,403.6,7249.12
2016-05-19,403.6,405.47,392,393.49,9933.92
2016-05-20,393.49,398.79,388.59,395.47,8163
2016-05-21,395.47,398.46,394.07,395.61,3356.46
2016-05-22,395.61,396.47,390.27,391.66,5543.57
2016-05-23,391.66,396.44,388.21,394.8,8198.98
2016-05-24,394.8,400.92,391.28,399.38,7766.17
2016-05-25,399.38,404.09,398.35,402.43,6159.47
2016-05-26,402.43,405.41,399.44,404.15,6873.62
2016-05-27,404.15,428.46,403.87,423.33,14298.18
2016-05-28,423.33,483.92,421.2,471.08,15880.12
2016-05-29,471.08,496.98,452,465.49,13603.48
2016-05-30,465.49,487.73,462.44,476.46,8628.16
2016-05-31,476.46,489.17,464.46,477.49,12858.29
2016-06-01,477.49,485.72,469.36,480.81,8755.59
2016-06-02,480.81,484.82,474.51,482.39,8139.3
2016-06-03,482.39,508.78,480.93,500.79,14600.12
2016-06-04,500.79,520.6,493.67,504.86,11174.13
2016-06-05,504.86,515.17,499.29,506.19,6459.67
2016-06-06,506.19,517.97,505.29,514.35,9137.71
2016-06-07,514.35,520.14,491.31,508.62,12546.48
2016-06-08,508.62,512.97,503.13,510.3,7717.29
2016-06-09,510.3,513.13,504.95,509.93,6881.11
2016-06-10,509.93,516.57,508.3,515.56,6337.98
2016-06-11,515.56,531.08,515.17,529.18,6912.57
2016-06-12,529.18,609.42,527.98,592.24,25151.27
2016-06-13,592.24,635.4,581.99,623.02,23135.52
2016-06-14,623.02,624.53,587.88,613.28,15098.29
2016-06-15,613.28,620.19,598.38,617.05,9448.78
2016-06-16,617.05,695.32,615.53,683.49,23508.35
2016-06-17,683.49,691.51,625.65,664.31,23276.57
2016-06-18,664.31,694.44,645.58,672.9,14599.67
2016-06-19,672.9,683.45,660.54,676.87,6895.78
2016-06-20,676.87,679.37,625,648.84,14849.22
2016-06-21,648.84,654.44,560.45,597.47,31679.02
2016-06-22,597.47,606.41,524.43,527.59,31013.17
2016-06-23,527.59,563.21,490.07,550.64,30071.48
2016-06-24,550.64,642.41,550.91,605.31,27031.46
2016-06-25,605.31,627.54,583.92,608.11,9663.63
2016-06-26,608.11,609.91,556.76,574.82,8313.91
2016-06-27,574.82,602.32,567.91,592.13,8383.95
2016-06-28,592.13,604.65,579.6,587.5,8393.6
2016-06-29,587.5,589,557.2,575.33,11530.67
2016-06-30,575.33,613.68,573.03,607.76,12084.46
2016-07-01,607.76,619.97,601.24,609.29,9702.92
2016-07-02,609.29,631.73,606.28,630.64,7651.64
2016-07-03,630.64,633.65,582.3,599.4,8795.04
2016-07-04,599.4,614.43,583.59,611.72,8539.61
2016-07-05,611.72,616.53,599.87,608.31,8169.64
2016-07-06,608.31,619.61,605.89,613.05,6932.96
2016-07-07,613.05,617.52,553.7,581.37,16158.86
2016-07-08,581.37,608.51,576.1,606.77,7201.6
2016-07-09,606.77,609.31,563.1,595.04,8125.44
2016-07-10,595.04,594.32,581.96,589.18,2556.09
2016-07-11,589.18,596.91,584.09,589.05,5078.33
2016-07-12,589.05,611.54,584.85,610.55,8660.68
2016-07-13,610.55,611.04,594.66,598.04,5695.3
2016-07-14,598.04,601,590.12,597.15,5073.69
2016-07-15,597.15,606.47,595.41,604.76,5333.43
2016-07-16,604.76,605.96,599.28,603.56,1993.42
2016-07-17,603.56,622.13,602.56,614.5,6358.23
2016-07-18,614.5,619.41,602.75,610.71,5952.79
2016-07-19,610.71,613.13,606.59,611.56,3893.61
2016-07-20,611.56,613.19,600.68,606.22,5750.59
2016-07-21,606.22,607.73,599.28,604.08,4256.74
2016-07-22,604.08,606.15,590.58,594.42,6450.58
2016-07-23,594.42,603.6,592.26,600.93,3081.24
2016-07-24,600.93,605.55,596.97,603.1,3558.3
2016-07-25,603.1,604.82,592.72,594.34,5463.33
2016-07-26,594.34,597.12,582.63,594.11,7319.42
2016-07-27,594.11,598.82,587.99,593.15,7048.97
2016-07-28,593.15,596.01,588.28,591.92,4405.33
2016-07-29,591.92,593.24,587.42,588.61,3849.84
2016-07-30,588.61,590.61,584.36,585.32,2398.16
2016-07-31,585.32,588.72,555.6,555.89,6840.02
2016-08-01,555.89,584.43,531.32,535.12,10048.31
2016-08-02,535.12,582.92,431.48,457.19,28604.87
2016-08-03,457.19,520.93,451.12,509.9,25285.24
2016-08-04,509.9,530.32,507.04,524.54,11546.87
2016-08-05,524.54,527.31,513.43,522.72,5595.83
2016-08-06,522.72,536.42,515.18,534.73,5689.56
2016-08-07,534.73,548.03,530.46,539.9,5379.01
2016-08-08,539.9,542.51,533.55,537.13,4973.8
2016-08-09,537.13,538.49,528.73,531.42,6560.88
2016-08-10,531.42,540.33,522.42,530.47,7296.74
2016-08-11,530.47,538.51,527.74,529.85,5475.27
2016-08-12,529.85,532.48,521.73,527.15,5177.08
2016-08-13,527.15,529.64,523.11,525.39,2354.24
2016-08-14,525.39,526.28,502.95,510.88,5288.01
2016-08-15,510.88,515.07,502.18,509.21,5352.11
2016-08-16,509.21,521.56,503.14,515.92,6858.92
2016-08-17,515.92,518.71,505.8,508.65,4581.07
2016-08-18,508.65,513.58,505.78,507.43,5014.27
2016-08-19,507.43,515.87,505.58,509.32,4757.99
2016-08-20,509.32,517.96,507.81,515.09,2885.31
2016-08-21,515.09,518.45,511.72,513.72,2187.36
2016-08-22,513.72,522.39,513.16,519.16,4795.43
2016-08-23,519.16,521.06,513.38,516.06,5524.76
2016-08-24,516.06,519.13,513.02,515,4555.06
2016-08-25,515,517.25,508.12,511.39,5078.64
2016-08-26,511.39,517.13,508.73,516.42,4573.95
2016-08-27,516.42,516.96,506.18,508.91,2855.78
2016-08-28,508.91,513.46,507.82,511.98,2372.96
2016-08-29,511.98,516.57,510.41,512.32,4512.73
2016-08-30,512.32,518.66,511.51,516.43,5092.97
2016-08-31,516.43,518.76,511.26,513.07,4206.32
2016-09-01,513.07,515.23,508.58,510.22,5392.04
2016-09-02,510.22,514.62,507.16,513.85,4721.44
2016-09-03,513.85,535.47,511.34,531.48,6828.5
2016-09-04,531.48,549.59,530.24,542,5843.48
2016-09-05,542,543.65,535.01,542.18,5043.41
2016-09-06,542.18,547.98,537.46,542.75,4998
2016-09-07,542.75,548.04,537.98,547.18,4557.28
2016-09-08,547.18,558.5,544.37,556.03,6677.6
2016-09-09,556.03,557.87,548.58,554.62,4681.93
2016-09-10,554.62,557.94,553.41,556.53,2321.72
2016-09-11,556.53,561.93,526,539.56,6287.53
2016-09-12,539.56,544.44,537.52,541.3,4134.59
2016-09-13,541.3,547.05,539.92,544.45,5615.03
2016-09-14,544.45,546.82,541.61,544,4064.18
2016-09-15,544,545.66,539.27,541.64,4479.98
2016-09-16,541.64,544.97,539.64,544.21,5115.52
2016-09-17,544.21,544.72,541.38,542.79,2367.8
2016-09-18,542.79,545.83,541.47,545.16,3009.4
2016-09-19,545.16,546.71,542.39,543.91,4491.36
2016-09-20,543.91,545.93,541.89,544.62,5343.16
2016-09-21,544.62,544.8,522.94,533.97,7445.66
2016-09-22,533.97,534.6,528.59,531.3,5260.89
2016-09-23,531.3,538.47,529.65,537.9,4973.17
2016-09-24,537.9,541.03,536.32,539.34,2235.98
2016-09-25,539.34,539.61,534.01,536.01,2004.29
2016-09-26,536.01,543.54,534.56,541.3,4862.72
2016-09-27,541.3,545.97,539.05,542.14,5302.73
2016-09-28,542.14,555.5,539.1,541.75,5132.83
2016-09-29,541.75,544.89,539.18,540.34,5230.82
2016-09-30,540.34,547.14,539.58,545.3,5227.98
2016-10-01,545.3,553.15,545.2,549.89,4165.3
2016-10-02,549.89,550.88,543.6,545.72,2396.64
2016-10-03,545.72,549.58,543.17,546.9,3842.63
2016-10-04,546.9,548.72,543.84,546.71,5219.46
2016-10-05,546.71,552.38,544.2,549.96,5197.9
2016-10-06,549.96,553.4,547.33,550.68,4945.54
2016-10-07,550.68,560.31,549.06,556.12,5267.26
2016-10-08,556.12,559.25,552.37,555.59,2560.58
2016-10-09,555.59,556.44,551.97,552.88,1931.51
2016-10-10,552.88,558.55,550.94,556.09,4938.98
2016-10-11,556.09,585.48,555.11,582.24,9195.97
2016-10-12,582.24,584.26,574.61,579.33,6157.94
2016-10-13,579.33,580.68,572.87,574.85,5078.85
2016-10-14,574.85,585.78,573.66,583.05,6631.96
2016-10-15,583.05,587.88,579.11,582.64,3197.34
2016-10-16,582.64,587.43,581.94,585.22,2634.65
2016-10-17,585.22,586,580.14,581.18,4720.68
2016-10-18,581.18,585.63,578.38,582.04,6348.65
2016-10-19,582.04,583.5,572.14,576.29,6222.29
2016-10-20,576.29,581.72,573.6,579.09,5399.09
2016-10-21,579.09,584.09,578.39,582.17,4285.01
2016-10-22,582.17,609.61,580.9,601.69,7673.8
2016-10-23,601.69,605.64,597.13,599.9,3379.99
2016-10-24,599.9,602.21,596.05,600.17,5888.02
2016-10-25,600.17,613.94,599.19,601.59,7230.89
2016-10-26,601.59,625.69,600.89,620.56,8071.46
2016-10-27,620.56,634.7,619.26,628.72,8433.77
2016-10-28,628.72,633.9,626.02,628.12,6427.51
2016-10-29,628.12,650.63,627.84,645.13,8845.5
2016-10-30,645.13,646.63,626.56,628.48,5254.95
2016-10-31,628.48,646.07,617.93,634.14,7617.38
2016-11-01,634.14,666.04,633.77,658.54,9249.14
2016-11-02,658.54,664.35,647.93,662.53,6865.69
2016-11-03,662.53,672.53,605.18,618.44,19042.07
2016-11-04,618.44,639.54,614.64,632.02,9040.71
2016-11-05,632.02,635.9,623.06,631.84,3523.62
2016-11-06,631.84,643.77,626.2,639.95,4784.49
2016-11-07,639.95,641.74,630.49,637.74,5338.88
2016-11-08,637.74,649.29,632.77,646.54,7819.83
2016-11-09,646.54,668.87,638.95,661.01,14447.09
2016-11-10,661.01,662.25,651.06,657.8,5984.16
2016-11-11,657.8,665.08,653.98,660.61,6011.79
2016-11-12,660.61,662.09,644.04,647.53,5047.17
2016-11-13,647.53,649.49,629.19,647.24,6357.91
2016-11-14,647.24,661.12,647.27,657.94,8709.32
2016-11-15,657.94,670.19,654.55,663.66,9076.57
2016-11-16,663.66,698.96,661.61,694.09,15456.9
2016-11-17,694.09,703.2,682.27,694.2,9286.94
2016-11-18,694.2,710.92,686.76,704.57,7689.72
2016-11-19,704.57,716.75,696.45,708.45,4101.93
2016-11-20,708.45,711.47,671.76,688.2,8558.88
2016-11-21,688.2,701.71,684.83,694.84,6334.6
2016-11-22,694.84,713.55,690.35,707.35,8667.22
2016-11-23,707.35,710.14,696.12,705.33,9158.54
2016-11-24,705.33,706.94,693.63,700.76,7118.69
2016-11-25,700.76,702.8,692.46,701.9,5508.16
2016-11-26,701.9,703.63,688.09,696.55,4320.77
2016-11-27,696.55,701.02,690.16,693.33,2810.46
2016-11-28,693.33,699.68,690.33,695.09,5607.99
2016-11-29,695.09,697.54,690.85,691.61,5371.08
2016-11-30,691.61,706.63,692.38,703.65,7470.67
2016-12-01,703.65,715.82,703.62,709.97,8859.24
2016-12-02,709.97,737.14,707.94,730.59,10574.12
2016-12-03,730.59,758.41,720.49,727.75,6534.92
2016-12-04,727.75,733.48,719.16,732.25,4044.81
2016-12-05,732.25,747.42,701.04,714.7,15681.63
2016-12-06,714.7,721.8,706.48,717.94,7717.64
2016-12-07,717.94,727.53,715.06,722.18,6756.14
2016-12-08,722.18,733.28,714.46,730.17,9501.29
